kundur.out
KUNDUR 4 MACHINE 12 BUS SYSTEM
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21      
        Time(s) SPD 1[1 22.000 SPD 2[2 22.000 SPD 3[3 22.000 SPD 4[4 22.000 POWR 1[1 22.00 POWR 2[2 22.00 POWR 3[3 22.00 POWR 4[4 22.00 VOLT 1 [1 22.0 VOLT 2 [2 22.0 VOLT 3 [3 22.0 VOLT 4 [4 22.0 VOLT 5 [5 230. VOLT 6 [6 230. VOLT 7 [7 230. VOLT 8 [8 230. VOLT 9 [9 230. VOLT 10 [10 23 VOLT 11 [11 23 VOLT 12 [12 23 VREF 1[1 22.00
                            ]1             ]1             ]1             ]1            0]1            0]1            0]1            0]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          0.00]          0.00]          0.00]            0]1
        2.15999   -0.000247878   -5.42128E-05   -0.000304204   -0.000283959        7.04686         6.9817        7.21868        7.02954        1.04044        1.00974        1.03002        1.00996         1.0142       0.981669       0.965073       0.953835       0.975821       0.987312        1.01147       0.953835           1.05
        2.17999    -0.00025344   -5.15837E-05   -0.000308025   -0.000287655        7.03549        6.99759        7.21455        7.02693        1.04043        1.00975        1.03002        1.00995        1.01421       0.981651       0.965017       0.953703        0.97579       0.987305        1.01148       0.953703           1.05
        2.19999   -0.000257003   -5.16968E-05   -0.000311047   -0.000290831        7.02404        7.01356        7.21041        7.02431        1.04042        1.00977        1.03002        1.00995        1.01422       0.981633       0.964961       0.953571       0.975758       0.987298        1.01148       0.953571           1.05
        2.21999   -0.000258577   -5.45315E-05   -0.000313276   -0.000293489        7.01277        7.02927        7.20632         7.0217         1.0404        1.00978        1.03001        1.00995        1.01422       0.981614       0.964904       0.953438       0.975727       0.987291        1.01148       0.953438           1.05
        2.23999   -0.000258221   -6.00119E-05   -0.000314723   -0.000295629        7.00195        7.04442        7.20229         7.0191        1.04037         1.0098        1.03001        1.00995        1.01421       0.981593       0.964845       0.953306       0.975695       0.987283        1.01148       0.953306           1.05
        2.25999   -0.000256038   -6.80122E-05   -0.000315405   -0.000297258        6.99183        7.05872        7.19836        7.01652        1.04033        1.00982        1.03001        1.00994         1.0142       0.981569       0.964785       0.953175       0.975663       0.987274        1.01149       0.953175           1.05
        2.27999   -0.000252171   -7.83573E-05   -0.000315346   -0.000298381        6.98264         7.0719        7.19457        7.01397        1.04029        1.00984           1.03        1.00994        1.01418       0.981543       0.964724       0.953045       0.975631       0.987265        1.01148       0.953045           1.05
            2.3   -0.000246803    -9.0831E-05   -0.000314574   -0.000299006        6.97459        7.08375        7.19094        7.01147        1.04024        1.00985           1.03        1.00993        1.01415       0.981515       0.964661       0.952917       0.975598       0.987255        1.01148       0.952917           1.05
           2.32   -0.000240146    -0.00010518   -0.000313124   -0.000299144        6.96786        7.09406         7.1875        7.00902        1.04019        1.00987        1.02999        1.00993        1.01412       0.981484       0.964599       0.952793       0.975566       0.987244        1.01148       0.952793           1.05
           2.34   -0.000232444   -0.000121119   -0.000311036   -0.000298808        6.96257        7.10266        7.18429        7.00664        1.04014        1.00989        1.02998        1.00993        1.01409       0.981451       0.964535       0.952673       0.975534       0.987233        1.01148       0.952673           1.05
           2.36   -0.000223957   -0.000138342   -0.000308356   -0.000298012        6.95885        7.10945        7.18132        7.00435        1.04009        1.00991        1.02997        1.00992        1.01405       0.981417       0.964473       0.952558       0.975503       0.987222        1.01147       0.952558           1.05
           2.38   -0.000214963   -0.000156524    -0.00030513   -0.000296776        6.95676        7.11434        7.17862        7.00215        1.04004        1.00992        1.02997        1.00992        1.01401       0.981381        0.96441       0.952449       0.975473       0.987211        1.01147       0.952449           1.05
            2.4   -0.000205747   -0.000175332   -0.000301411   -0.000295118        6.95632        7.11731         7.1762        7.00006           1.04        1.00994        1.02996        1.00991        1.01397       0.981344        0.96435       0.952346       0.975445       0.987201        1.01146       0.952346           1.05
           2.42   -0.000196595   -0.000194431   -0.000297255   -0.000293062        6.95755        7.11834        7.17408        6.99808        1.03995        1.00996        1.02995        1.00991        1.01392       0.981306       0.964291       0.952251       0.975419       0.987191        1.01146       0.952251           1.05
           2.44    -0.00018779    -0.00021349   -0.000292719   -0.000290631        6.96037        7.11749        7.17228        6.99624        1.03991        1.00997        1.02995        1.00991        1.01388       0.981269       0.964235       0.952164       0.975395       0.987182        1.01146       0.952164           1.05
           2.46   -0.000179601   -0.000232189    -0.00028786   -0.000287853        6.96473        7.11483        7.17078        6.99455        1.03988        1.00998        1.02994        1.00991        1.01383       0.981232       0.964181       0.952085       0.975374       0.987174        1.01145       0.952085           1.05
           2.48   -0.000172283   -0.000250224   -0.000282738   -0.000284754        6.97051        7.11048         7.1696        6.99299        1.03985           1.01        1.02994         1.0099        1.01379       0.981196       0.964131       0.952015       0.975355       0.987167        1.01145       0.952015           1.05
            2.5   -0.000166068   -0.000267315   -0.000277412   -0.000281365        6.97757        7.10458        7.16873         6.9916        1.03983        1.01001        1.02993        1.00991        1.01375       0.981161       0.964085       0.951954       0.975339       0.987161        1.01145       0.951954           1.05
        2.52001   -0.000161159   -0.000283211   -0.000271939   -0.000277716        6.98573        7.09731        7.16817        6.99038        1.03981        1.01002        1.02993        1.00991        1.01371       0.981127       0.964044       0.951903       0.975326       0.987157        1.01144       0.951903           1.05
        2.54001    -0.00015773   -0.000297691   -0.000266374    -0.00027384        6.99482        7.08885        7.16791        6.98932        1.03981        1.01003        1.02993        1.00991        1.01368       0.981097       0.964007       0.951862       0.975316       0.987153        1.01144       0.951862           1.05
        2.56001   -0.000155919   -0.000310573   -0.000260773   -0.000269767        7.00462        7.07944        7.16792        6.98843         1.0398        1.01004        1.02993        1.00991        1.01365       0.981069       0.963975       0.951831       0.975309       0.987152        1.01144       0.951831           1.05
        2.58001   -0.000155829   -0.000321711   -0.000255186   -0.000265533        7.01493        7.06929        7.16821        6.98773        1.03981        1.01004        1.02993        1.00992        1.01362       0.981044        0.96395        0.95181       0.975305       0.987151        1.01144        0.95181           1.05
        2.60001   -0.000157522   -0.000331003   -0.000249662   -0.000261172         7.0255        7.05865        7.16875        6.98721        1.03982        1.01005        1.02993        1.00992         1.0136       0.981024       0.963931       0.951799       0.975304       0.987152        1.01144       0.951799           1.05
        2.62001   -0.000161024   -0.000338385   -0.000244246   -0.000256718        7.03613        7.04775        7.16953        6.98688        1.03984        1.01006        1.02993        1.00993        1.01359       0.981008       0.963918       0.951798       0.975306       0.987153        1.01144       0.951798           1.05
        2.64001   -0.000166321   -0.000343838   -0.000238981   -0.000252207        7.04659        7.03684        7.17052        6.98674        1.03987        1.01006        1.02994        1.00993        1.01358       0.980998       0.963913       0.951808        0.97531       0.987157        1.01144       0.951808           1.05
