ne_2.out
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42             43             44             45             46             47             48             49             50             51             52             53             54             55             56             57             58             59             60             61             62             63             64             65             66             67             68             69             70             71             72             73             74             75             76             77             78             79             80             81             82             83             84      
        Time(s) SPD 30[30 22.0 SPD 31[31 22.0 SPD 32[32 22.0 SPD 33[33 22.0 SPD 34[34 22.0 SPD 35[35 22.0 SPD 36[36 22.0 SPD 37[37 22.0 SPD 38[38 22.0 SPD 39[39 22.0 EFD 30[30 22.0 EFD 31[31 22.0 EFD 32[32 22.0 EFD 33[33 22.0 EFD 34[34 22.0 EFD 35[35 22.0 EFD 36[36 22.0 EFD 37[37 22.0 EFD 38[38 22.0 EFD 39[39 22.0 VOEL 30[30 22. VOEL 31[31 22. VOEL 32[32 22. VOEL 33[33 22. VOEL 34[34 22. VOEL 35[35 22. VOEL 36[36 22. VOEL 37[37 22. VOEL 38[38 22. VOEL 39[39 22. POWR 30[30 22. POWR 31[31 22. POWR 32[32 22. POWR 33[33 22. POWR 34[34 22. POWR 35[35 22. POWR 36[36 22. POWR 37[37 22. POWR 38[38 22. POWR 39[39 22. VOLT 1 [1 345. VOLT 2 [2 345. VOLT 3 [3 345. VOLT 4 [4 345. VOLT 5 [5 345. VOLT 6 [6 345. VOLT 7 [7 345. VOLT 8 [8 345. VOLT 9 [9 345. VOLT 10 [10 34 VOLT 11 [11 34 VOLT 12 [12 34 VOLT 13 [13 34 VOLT 14 [14 34 VOLT 15 [15 34 VOLT 16 [16 34 VOLT 17 [17 34 VOLT 18 [18 34 VOLT 19 [19 34 VOLT 20 [20 34 VOLT 21 [21 34 VOLT 22 [22 34 VOLT 23 [23 34 VOLT 24 [24 34 VOLT 25 [25 34 VOLT 26 [26 34 VOLT 27 [27 34 VOLT 28 [28 34 VOLT 29 [29 34 VOLT 30 [30 22 VOLT 31 [31 22 VOLT 32 [32 22 VOLT 33 [33 22 VOLT 34 [34 22 VOLT 35 [35 22 VOLT 36 [36 22 VOLT 37 [37 22 VOLT 38 [38 22 VOLT 39 [39 22 PMECH FOR ALL  PELEC FOR ALL  PACCL FOR ALL  PLOAD FOR ALL  PE-PL FOR ALL 
                          00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          BUSES          BUSES          BUSES          BUSES          BUSES
           1.15   -2.33076E-06   -2.27341E-06   -2.13243E-06   -1.90029E-06   -1.62841E-06   -1.92621E-06   -1.95216E-06   -2.19111E-06   -1.92473E-06   -3.45547E-06        1.17906        2.76795        1.94939         2.1357        4.01058        2.25953        2.07942        1.82145        2.10314        1.04366              0              0              0              0              0              0              0              0              0              0        2.50053         5.7297        6.50047        6.32038        5.08032        6.50046        5.60036        5.40032        8.30046        10.0057        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
            1.2   -2.61319E-06   -2.55727E-06   -2.42639E-06    -2.1917E-06   -1.90589E-06   -2.22205E-06   -2.25134E-06   -2.46725E-06   -2.22852E-06   -3.73156E-06        1.17906        2.76796         1.9494         2.1357        4.01059        2.25953        2.07945        1.82146        2.10316        1.04366              0              0              0              0              0              0              0              0              0              0        2.50056        5.72973         6.5005        6.32042        5.08035        6.50049        5.60039        5.40035         8.3005        10.0053        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
           1.25   -2.90778E-06   -2.85438E-06   -2.73619E-06   -2.50629E-06   -2.20844E-06   -2.53063E-06   -2.56966E-06   -2.76073E-06   -2.55112E-06    -4.0128E-06        1.17907        2.76796        1.94941        2.13571        4.01061        2.25954        2.07947        1.82146        2.10318        1.04366              0              0              0              0              0              0              0              0              0              0        2.50059        5.72976        6.50054        6.32045        5.08039        6.50051        5.60043        5.40038        8.30054         10.005        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
            1.3   -3.21422E-06   -3.16372E-06   -3.05942E-06   -2.83987E-06   -2.53294E-06   -2.84843E-06   -2.90731E-06   -3.07077E-06   -2.89024E-06   -4.29907E-06        1.17907        2.76797        1.94942        2.13572        4.01062        2.25954        2.07949        1.82147        2.10321        1.04366              0              0              0              0              0              0              0              0              0              0        2.50063        5.72978        6.50057        6.32049        5.08042        6.50054        5.60046        5.40041        8.30057        10.0046        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
           1.35   -3.53209E-06   -3.48114E-06   -3.39451E-06   -3.18963E-06   -2.87888E-06   -3.17602E-06   -3.25901E-06   -3.39608E-06   -3.24463E-06   -4.59044E-06        1.17908        2.76797        1.94943        2.13573        4.01064        2.25955        2.07952        1.82147        2.10323        1.04366              0              0              0              0              0              0              0              0              0              0        2.50066        5.72981         6.5006        6.32051        5.08046        6.50057        5.60048        5.40044        8.30062        10.0043        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
            1.4   -3.85989E-06   -3.80442E-06   -3.73734E-06    -3.5515E-06   -3.24438E-06   -3.51348E-06   -3.62355E-06    -3.7351E-06    -3.6175E-06   -4.88698E-06        1.17908        2.76798        1.94944        2.13574        4.01065        2.25955        2.07954        1.82148        2.10326        1.04366              0              0              0              0              0              0              0              0              0              0        2.50069        5.72983        6.50063        6.32054        5.08049         6.5006        5.60051        5.40046        8.30065         10.004        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
           1.45   -4.19763E-06   -4.13281E-06   -4.08558E-06   -3.92164E-06   -3.62574E-06   -3.86122E-06    -3.9947E-06   -4.08396E-06   -4.00254E-06   -5.18896E-06        1.17909        2.76798        1.94945        2.13575        4.01066        2.25955        2.07957        1.82149        2.10328        1.04366              0              0              0              0              0              0              0              0              0              0        2.50073        5.72986        6.50065        6.32056        5.08052        6.50063        5.60053        5.40049        8.30069        10.0037        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
            1.5   -4.54455E-06   -4.46767E-06   -4.43693E-06   -4.29391E-06   -4.01959E-06    -4.2212E-06   -4.36474E-06   -4.43938E-06   -4.39787E-06   -5.49661E-06         1.1791        2.76799        1.94946        2.13576        4.01068        2.25956        2.07959         1.8215        2.10331        1.04366              0              0              0              0              0              0              0              0              0              0        2.50076        5.72988        6.50067        6.32058        5.08055        6.50067        5.60055        5.40051        8.30072        10.0034        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
           1.55   -4.89921E-06    -4.8053E-06   -4.79066E-06   -4.66284E-06   -4.42284E-06   -4.58748E-06   -4.73532E-06   -4.79922E-06   -4.80061E-06   -5.81022E-06         1.1791        2.76799        1.94947        2.13578        4.01069        2.25956        2.07961         1.8215        2.10333        1.04366              0              0              0              0              0              0              0              0              0              0        2.50079         5.7299         6.5007         6.3206        5.08057        6.50069        5.60057        5.40054        8.30074        10.0031        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
            1.6   -5.26066E-06   -5.14697E-06   -5.14531E-06   -5.03276E-06   -4.82706E-06     -4.959E-06   -5.10833E-06   -5.16108E-06   -5.20433E-06   -6.12991E-06        1.17911        2.76799        1.94948        2.13579         4.0107        2.25957        2.07964        1.82151        2.10336        1.04366              0              0              0              0              0              0              0              0              0              0        2.50082        5.72993        6.50072        6.32062         5.0806        6.50072        5.60059        5.40056        8.30076        10.0029        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
